checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
315B,Chinese,m_mmlu,m_mmlu_zh,0.2702620584884163,5,0.25,126.6686,16.2926,0.65933,0.1769,0.4716,0.5544,0.6304,0.6791,0.7254,0.7913,0.8473,0.9085,layer_29,last
325B,Chinese,m_mmlu,m_mmlu_zh,0.2643372578807444,5,0.25,142.157,16.7932,0.638885,0.1827,0.4557,0.5359,0.6121,0.6616,0.7088,0.7762,0.8344,0.8992,layer_29,last
334B,Chinese,m_mmlu,m_mmlu_zh,0.27292062286365365,5,0.25,138.6184,16.9948,0.651927,0.1778,0.4555,0.5387,0.6167,0.6669,0.7146,0.7819,0.8395,0.9033,layer_29,last
342B,Chinese,m_mmlu,m_mmlu_zh,0.2680592480060767,5,0.25,142.8871,17.6235,0.652155,0.1714,0.4498,0.5347,0.6131,0.6637,0.7117,0.7795,0.8377,0.9022,layer_29,last
352B,Chinese,m_mmlu,m_mmlu_zh,0.254310672236992,5,0.25,146.6764,17.7559,0.648929,0.1752,0.4472,0.5305,0.609,0.6594,0.7077,0.7763,0.8353,0.9006,layer_29,last
363B,Chinese,m_mmlu,m_mmlu_zh,0.27041397645271553,5,0.25,153.4778,17.7269,0.647039,0.1855,0.4366,0.5204,0.6007,0.653,0.7023,0.772,0.8318,0.8983,layer_29,last
373B,Chinese,m_mmlu,m_mmlu_zh,0.2632738321306495,5,0.25,148.3857,18.4505,0.662267,0.1686,0.4393,0.5246,0.6066,0.6603,0.7105,0.7805,0.8396,0.9042,layer_29,last
384B,Chinese,m_mmlu,m_mmlu_zh,0.26623623243448535,5,0.25,148.8215,18.7757,0.664578,0.1618,0.4384,0.5239,0.607,0.6606,0.7108,0.7811,0.8402,0.9046,layer_29,last
394B,Chinese,m_mmlu,m_mmlu_zh,0.26540068363083935,5,0.25,144.1909,18.2068,0.664646,0.1651,0.4449,0.5308,0.6118,0.6642,0.7135,0.7824,0.8409,0.9051,layer_29,last
405B,Chinese,m_mmlu,m_mmlu_zh,0.2645651348271933,5,0.25,148.009,18.2211,0.657924,0.1719,0.4427,0.5268,0.6084,0.6604,0.7094,0.7786,0.8376,0.9026,layer_29,last
415B,Chinese,m_mmlu,m_mmlu_zh,0.2702620584884163,5,0.25,141.147,17.8156,0.667315,0.1699,0.4458,0.5328,0.6143,0.6673,0.7168,0.7853,0.8433,0.9067,layer_29,last
426B,Chinese,m_mmlu,m_mmlu_zh,0.26767945309532853,5,0.25,140.9786,17.3881,0.660579,0.1752,0.449,0.533,0.614,0.6658,0.7147,0.7829,0.8408,0.9047,layer_29,last
436B,Chinese,m_mmlu,m_mmlu_zh,0.2538549183440942,5,0.25,151.9192,19.2969,0.665435,0.1572,0.4337,0.5209,0.6052,0.6592,0.7095,0.7797,0.839,0.904,layer_29,last
447B,Chinese,m_mmlu,m_mmlu_zh,0.26578047854158754,5,0.25,153.4213,18.9918,0.658216,0.1637,0.4317,0.52,0.6031,0.6569,0.7072,0.7773,0.8367,0.902,layer_29,last
457B,Chinese,m_mmlu,m_mmlu_zh,0.24952525636156475,5,0.25,158.9845,19.4716,0.651668,0.1613,0.4273,0.515,0.599,0.6524,0.7022,0.7728,0.8328,0.8992,layer_29,last
468B,Chinese,m_mmlu,m_mmlu_zh,0.25127231295100644,5,0.25,158.5134,19.5103,0.655321,0.1583,0.4271,0.5147,0.599,0.6525,0.7029,0.7734,0.8334,0.8999,layer_29,last
478B,Chinese,m_mmlu,m_mmlu_zh,0.24800607671857197,5,0.25,157.5629,19.6126,0.660926,0.1574,0.425,0.5147,0.5999,0.6537,0.7047,0.7755,0.8355,0.9015,layer_29,last
489B,Chinese,m_mmlu,m_mmlu_zh,0.25127231295100644,5,0.25,154.2106,18.8107,0.652381,0.1673,0.43,0.5184,0.6034,0.6565,0.7063,0.776,0.8353,0.9007,layer_29,last
499B,Chinese,m_mmlu,m_mmlu_zh,0.2679073300417774,5,0.25,155.9858,19.5088,0.657361,0.153,0.4276,0.5164,0.6018,0.6557,0.7062,0.7765,0.836,0.9015,layer_29,last
510B,Chinese,m_mmlu,m_mmlu_zh,0.26524876566654004,5,0.25,156.7748,19.3292,0.650682,0.1566,0.4273,0.5163,0.6017,0.6551,0.705,0.7745,0.8338,0.8997,layer_29,last
520B,Chinese,m_mmlu,m_mmlu_zh,0.2552981390049373,5,0.25,160.9874,19.6946,0.647765,0.1583,0.4232,0.5114,0.5982,0.6521,0.7023,0.7724,0.8322,0.8984,layer_29,last
531B,Chinese,m_mmlu,m_mmlu_zh,0.2605393087732624,5,0.25,164.6179,19.8422,0.644598,0.1605,0.4212,0.5088,0.5946,0.6484,0.6985,0.7687,0.829,0.8963,layer_29,last
541B,Chinese,m_mmlu,m_mmlu_zh,0.26448917584504367,5,0.25,163.0349,20.0241,0.651571,0.1574,0.422,0.5092,0.5959,0.6504,0.7011,0.7712,0.8313,0.8983,layer_29,last
552B,Chinese,m_mmlu,m_mmlu_zh,0.26259020129130267,5,0.25,157.8586,19.8102,0.656564,0.1554,0.4244,0.5141,0.6011,0.6555,0.7061,0.7761,0.8355,0.9011,layer_29,last
