checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
step650000-tokens2730B,English,m_mmlu,m_mmlu_en,0.4900437471715191,5,0.25,729.3112,75.1775,0.642682,0.089,0.1985,0.2435,0.3093,0.3702,0.4424,0.5651,0.6831,0.815,layer_21,last
step700000-tokens2940B,English,m_mmlu,m_mmlu_en,0.4986423291597526,5,0.25,727.1781,74.0493,0.643315,0.0917,0.1997,0.2444,0.31,0.3702,0.4421,0.5649,0.6831,0.8151,layer_21,last
step750000-tokens3150B,English,m_mmlu,m_mmlu_en,0.5079197465681098,5,0.25,751.7854,79.2319,0.64328,0.0869,0.1932,0.2369,0.303,0.3642,0.4369,0.5609,0.68,0.8133,layer_21,last
step800000-tokens3360B,English,m_mmlu,m_mmlu_en,0.5101825313018555,5,0.25,746.0937,77.2159,0.64358,0.0904,0.1944,0.2385,0.3046,0.3653,0.4376,0.5615,0.6807,0.8138,layer_21,last
step850000-tokens3570B,English,m_mmlu,m_mmlu_en,0.506788354201237,5,0.25,768.6352,81.0276,0.644235,0.0878,0.1873,0.2311,0.2976,0.3593,0.4325,0.5575,0.6778,0.8123,layer_21,last
step900000-tokens3780B,English,m_mmlu,m_mmlu_en,0.5089757127771911,5,0.25,779.9618,84.2886,0.644771,0.0861,0.1856,0.2297,0.2953,0.3565,0.4298,0.5554,0.6763,0.8116,layer_21,last
step950000-tokens3990B,English,m_mmlu,m_mmlu_en,0.5,5,0.25,775.2593,82.205,0.643538,0.089,0.1857,0.2299,0.2973,0.3582,0.4311,0.5563,0.6767,0.8116,layer_21,last
step1000000-tokens4200B,English,m_mmlu,m_mmlu_en,0.5074671896213607,5,0.25,761.3855,79.4649,0.643718,0.0909,0.1897,0.2343,0.3009,0.3617,0.4342,0.5584,0.6783,0.8125,layer_21,last
step1194000-tokens5014B,English,m_mmlu,m_mmlu_en,0.522099864232916,5,0.25,759.1291,79.6931,0.644644,0.0918,0.1894,0.2352,0.3021,0.3628,0.4352,0.5595,0.6792,0.8132,layer_21,last
step1432000-tokens6014B,English,m_mmlu,m_mmlu_en,0.5103333836174385,5,0.25,796.2549,90.0691,0.645556,0.0846,0.179,0.225,0.2931,0.3554,0.4287,0.5543,0.6755,0.8111,layer_21,last
step1670000-tokens7014B,English,m_mmlu,m_mmlu_en,0.5153869361894705,5,0.25,802.4479,91.2421,0.645244,0.0846,0.1762,0.2234,0.292,0.3538,0.4269,0.5532,0.6749,0.811,layer_21,last
step1678000-tokens7047B,English,m_mmlu,m_mmlu_en,0.5363554080555136,5,0.25,765.5022,81.4251,0.645406,0.092,0.1847,0.2323,0.3015,0.3628,0.4352,0.5594,0.6793,0.8135,layer_21,last
step1700000-tokens7232B,English,m_mmlu,m_mmlu_en,0.5371850957912204,5,0.25,787.2093,89.1417,0.647235,0.0854,0.1783,0.2261,0.2956,0.3582,0.4315,0.5572,0.6781,0.813,layer_21,last
step1750000-tokens7652B,English,m_mmlu,m_mmlu_en,0.5512143611404435,5,0.25,798.2501,88.2484,0.645239,0.087,0.1772,0.2239,0.2922,0.3542,0.4273,0.5533,0.6747,0.8108,layer_21,last
step1800000-tokens8072B,English,m_mmlu,m_mmlu_en,0.5574747322371398,5,0.25,790.9592,86.0351,0.645291,0.0888,0.1791,0.2262,0.2941,0.3557,0.4286,0.5541,0.6752,0.8111,layer_21,last
step1850000-tokens8492B,English,m_mmlu,m_mmlu_en,0.5478956101976166,5,0.25,786.3671,85.8857,0.644673,0.0887,0.1806,0.2275,0.2957,0.3573,0.4301,0.5556,0.6763,0.8116,layer_21,last
step1900000-tokens8912B,English,m_mmlu,m_mmlu_en,0.5521949011917333,5,0.25,784.2827,84.2824,0.646124,0.0903,0.1798,0.2271,0.2956,0.3572,0.43,0.5555,0.6765,0.8119,layer_21,last
step1950000-tokens9332B,English,m_mmlu,m_mmlu_en,0.5510635088248604,5,0.25,788.5937,89.0678,0.643022,0.085,0.1807,0.2266,0.2964,0.3586,0.4312,0.5564,0.6769,0.8116,layer_21,last
